"TOA5","CR1000_Banner2020","CR1000","26891","CR1000.Std.29","CPU:BannerthermoCoupleTablesGlobalModem_PY_20201107.cr1","43542","hourly"
"TIMESTAMP","RECORD","BattV","soiltemp","boxtemp","Temp_C","Temp_C_2"
"TS","RN","Volts","Deg C","Deg C","Deg C","Deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-11-07 14:00:00",0,13.18,9.83,7.894,0.067,8.16
"2020-11-07 15:00:00",1,13.24,9.84,7.185,-0.136,6.675
"2020-11-07 16:00:00",2,12.91,9.83,4.917,-0.607,3.361
"2020-11-07 17:00:00",3,12.85,9.87,1.856,-0.489,0.895
"2020-11-07 18:00:00",4,12.81,9.9,1.324,-0.102,1.158
"2020-11-07 19:00:00",5,12.79,9.91,0.899,-0.003,0.969
"2020-11-07 20:00:00",6,12.76,9.92,0.734,0.042,0.717
"2020-11-07 21:00:00",7,12.74,9.93,-0.032,-0.154,-0.286
"2020-11-07 22:00:00",8,12.72,9.94,-0.537,-0.099,-0.695
"2020-11-07 23:00:00",9,12.71,9.95,-0.965,-0.123,-1.281
"2020-11-08 00:00:00",10,12.7,9.94,-1.511,-0.203,-2.004
"2020-11-08 01:00:00",11,12.69,9.94,-2.098,-0.227,-2.6
"2020-11-08 02:00:00",12,12.68,9.94,-2.579,-0.259,-3.214
"2020-11-08 03:00:00",13,12.68,9.93,-3.813,-0.538,-4.724
"2020-11-08 04:00:00",14,12.67,9.94,-4.589,-0.449,-5.405
"2020-11-08 05:00:00",15,12.65,9.94,-5.443,-0.417,-6.118
"2020-11-08 06:00:00",16,12.66,9.93,-5.786,-0.248,-6.142
"2020-11-08 07:00:00",17,12.65,9.93,-6.009,-0.196,-6.338
"2020-11-08 08:00:00",18,12.65,9.93,-6.171,-0.058,-6.225
"2020-11-08 09:00:00",19,12.65,9.93,-5.462,0.379,-4.86
"2020-11-08 10:00:00",20,12.66,9.95,-4.49,0.613,-4.348
"2020-11-08 11:00:00",21,12.65,9.95,-4.3,0.179,-4.601
"2020-11-08 12:00:00",22,12.66,9.95,-3.991,0.169,-4.319
"2020-11-08 13:00:00",23,12.69,9.95,-3.248,0.416,-3.328
"2020-11-08 14:00:00",24,12.66,9.96,-3.14,0.305,-3.776
"2020-11-08 15:00:00",25,12.68,9.97,-2.411,0.266,-3.488
"2020-11-08 16:00:00",26,12.59,9.98,-4.99,-0.908,-7.06
"2020-11-08 17:00:00",27,12.62,9.96,-5.928,-0.59,-7.085
"2020-11-08 18:00:00",28,12.63,9.95,-6.867,-0.41,-7.375
"2020-11-08 19:00:00",29,12.63,9.95,-7.267,-0.243,-7.659
"2020-11-08 20:00:00",30,12.62,9.96,-7.347,-0.093,-7.383
"2020-11-08 21:00:00",31,12.63,9.96,-7.336,-0.012,-7.336
"2020-11-08 22:00:00",32,12.63,9.96,-7.429,-0.069,-7.546
"2020-11-08 23:00:00",33,12.62,9.96,-7.522,-0.055,-7.567
"2020-11-09 00:00:00",34,12.62,9.96,-8.29,-0.32,-9
"2020-11-09 01:00:00",35,12.58,9.95,-10.62,-0.5,-11.41
"2020-11-09 02:00:00",36,12.61,9.95,-12.42,-0.224,-12.77
"2020-11-09 03:00:00",37,12.56,9.94,-12.81,0.275,-12.26
"2020-11-09 04:00:00",38,12.54,9.92,-14.52,-0.223,-14.13
"2020-11-09 05:00:00",39,12.58,9.87,-13.57,0.442,-12.23
"2020-11-09 06:00:00",40,12.58,9.86,-12.28,0.521,-11.64
"2020-11-09 07:00:00",41,12.58,9.8,-12.71,0.348,-12.37
"2020-11-09 08:00:00",42,12.58,9.78,-11.32,0.587,-10.23
"2020-11-09 09:00:00",43,12.58,9.79,-9.82,0.852,-9.02
"2020-11-09 10:00:00",44,12.59,9.8,-8.09,1.202,-7.029
"2020-11-09 11:00:00",45,12.66,9.83,-5.278,2.248,-4.083
"2020-11-09 12:00:00",46,12.6,9.85,-4.739,1.031,-4.607
"2020-11-09 13:00:00",47,12.61,9.87,-4.519,0.627,-4.476
"2020-11-09 14:00:00",48,12.57,9.87,-5.989,-0.308,-7.11
"2020-11-09 15:00:00",49,12.58,9.85,-6.58,-0.137,-7.168
"2020-11-09 16:00:00",50,12.57,9.83,-7.021,-0.036,-7.422
"2020-11-09 17:00:00",51,12.57,9.81,-7.817,-0.258,-8.42
"2020-11-09 18:00:00",52,12.57,9.79,-8.4,-0.173,-8.73
"2020-11-09 19:00:00",53,12.57,9.78,-8.63,-0.009,-8.66
"2020-11-09 20:00:00",54,12.57,9.78,-8.84,0.03,-8.61
"2020-11-09 21:00:00",55,12.56,9.77,-8.68,0.099,-8.63
"2020-11-09 22:00:00",56,12.56,9.76,-10.14,-0.473,-10.84
"2020-11-09 23:00:00",57,12.56,9.73,-12.19,-0.522,-12.7
"2020-11-10 00:00:00",58,12.56,9.71,-10.88,0.411,-10.04
"2020-11-10 01:00:00",59,12.56,9.71,-10.38,0.217,-10.1
"2020-11-10 02:00:00",60,12.56,9.7,-10.62,-0.008,-10.49
"2020-11-10 03:00:00",61,12.55,9.7,-10.31,0.158,-10.17
"2020-11-10 04:00:00",62,12.55,9.69,-10.25,0.116,-9.92
"2020-11-10 05:00:00",63,12.54,9.69,-10.14,0.117,-9.96
"2020-11-10 06:00:00",64,12.54,9.67,-10.12,0.12,-9.92
"2020-11-10 07:00:00",65,12.54,9.65,-9.97,0.119,-9.79
"2020-11-10 08:00:00",66,12.54,9.65,-9.69,0.234,-9.24
"2020-11-10 09:00:00",67,12.55,9.65,-8.96,0.487,-8.51
"2020-11-10 10:00:00",68,12.55,9.67,-7.748,0.767,-7.222
"2020-11-10 11:00:00",69,12.55,9.68,-6.09,1.108,-5.531
"2020-11-10 12:00:00",70,12.56,9.7,-6.03,0.607,-5.249
"2020-11-10 13:00:00",71,12.56,9.72,-5.503,0.697,-4.901
"2020-11-10 14:00:00",72,12.55,9.75,-5.08,0.239,-5.045
"2020-11-10 15:00:00",73,12.54,9.77,-6.131,-0.334,-7.003
"2020-11-10 16:00:00",74,12.55,9.8,-6.253,-0.183,-6.85
"2020-11-10 17:00:00",75,12.54,9.8,-6.969,-0.187,-7.451
"2020-11-10 18:00:00",76,12.54,9.8,-7.299,-0.065,-7.442
"2020-11-10 19:00:00",77,12.54,9.81,-7.216,0.087,-7.137
"2020-11-10 20:00:00",78,12.54,9.81,-7.175,0.092,-7.158
"2020-11-10 21:00:00",79,12.54,9.81,-7.113,0.188,-6.882
"2020-11-10 22:00:00",80,12.54,9.82,-7.309,0.066,-7.318
"2020-11-10 23:00:00",81,12.54,9.83,-7.547,0.042,-7.619
"2020-11-11 00:00:00",82,12.54,9.83,-7.443,0.161,-7.194
"2020-11-11 01:00:00",83,12.53,9.83,-7.278,0.148,-7.19
"2020-11-11 02:00:00",84,12.54,9.83,-7.113,0.205,-6.856
"2020-11-11 03:00:00",85,12.53,9.84,-7.237,0.102,-7.175
"2020-11-11 04:00:00",86,12.53,9.84,-7.963,-0.13,-8.53
"2020-11-11 05:00:00",87,12.53,9.85,-7.547,0.34,-7.164
"2020-11-11 06:00:00",88,12.53,9.85,-7.692,0.153,-7.461
"2020-11-11 07:00:00",89,12.52,9.85,-7.589,0.194,-7.348
"2020-11-11 08:00:00",90,12.53,9.85,-7.402,0.202,-7.198
"2020-11-11 09:00:00",91,12.54,9.86,-6.518,0.738,-5.657
"2020-11-11 10:00:00",92,12.54,9.89,-5.463,0.781,-5.189
"2020-11-11 11:00:00",93,12.54,9.89,-4.82,0.768,-4.554
"2020-11-11 12:00:00",94,12.57,9.91,-4.16,1.542,-3.031
"2020-11-11 13:00:00",95,12.69,9.93,-2.854,1.463,-2.987
"2020-11-11 14:00:00",96,12.74,9.97,-4.35,0.489,-4.412
"2020-11-11 15:00:00",97,12.62,9.98,-6.427,-0.599,-8.92
"2020-11-11 16:00:00",98,12.53,10,-7.848,-0.061,-7.412
"2020-11-11 17:00:00",99,12.5,10,-9.14,-0.479,-9.61
"2020-11-11 18:00:00",100,12.49,10,-10.88,-0.443,-11.67
"2020-11-11 19:00:00",101,12.51,10,-11.23,-0.002,-11.35
"2020-11-11 20:00:00",102,12.5,9.98,-12.78,-0.367,-13.29
"2020-11-11 21:00:00",103,12.49,9.97,-12.81,0.161,-12.58
"2020-11-11 22:00:00",104,12.5,9.95,-13.13,0.017,-12.96
"2020-11-11 23:00:00",105,12.49,9.94,-13.27,0.067,-13.49
"2020-11-12 00:00:00",106,12.48,9.91,-16.56,-0.685,-17.3
"2020-11-12 01:00:00",107,12.48,9.89,-17.47,-0.105,-16.89
"2020-11-12 02:00:00",108,12.48,9.87,-15.49,0.691,-14.23
"2020-11-12 03:00:00",109,12.47,9.86,-15.5,-0.005,-16.18
"2020-11-12 04:00:00",110,12.47,9.83,-18.35,-0.558,-19.5
"2020-11-12 05:00:00",111,12.46,9.8,-19.93,-0.224,-19.79
"2020-11-12 06:00:00",112,12.46,9.76,-20.61,0.036,-19.89
"2020-11-12 07:00:00",113,12.45,9.74,-21.26,0.065,-21.18
"2020-11-12 08:00:00",114,12.44,9.73,-21.93,0.145,-21.14
"2020-11-12 09:00:00",115,12.48,9.7,-20.66,1.091,-18.43
"2020-11-12 10:00:00",116,12.51,9.7,-16.99,2.248,-12.93
"2020-11-12 11:00:00",117,12.59,9.72,-12.11,2.899,-9.63
"2020-11-12 12:00:00",118,12.79,9.75,-6.479,3.852,1.068
"2020-11-12 13:00:00",119,12.94,9.76,-5.271,1.792,-3.678
"2020-11-12 14:00:00",120,12.83,9.79,-5.382,1.289,-4.931
"2020-11-12 15:00:00",121,12.9,9.8,-4.38,1.5,-3.611
"2020-11-12 16:00:00",122,12.71,9.82,-5.614,0.43,-5.766
"2020-11-12 17:00:00",123,12.54,9.82,-8.94,-0.571,-11.35
"2020-11-12 18:00:00",124,12.47,9.81,-11.77,-0.557,-13.21
"2020-11-12 19:00:00",125,12.46,9.81,-12.02,0.114,-11.85
"2020-11-12 20:00:00",126,12.45,9.79,-11.15,0.476,-10.61
"2020-11-12 21:00:00",127,12.44,9.79,-13.23,-0.327,-13.92
"2020-11-12 22:00:00",128,12.44,9.77,-14.39,-0.22,-14.9
"2020-11-12 23:00:00",129,12.44,9.75,-14.88,0.264,-13.67
"2020-11-13 00:00:00",130,12.44,9.74,-13.34,0.429,-12.87
"2020-11-13 01:00:00",131,12.45,9.74,-14.04,0.078,-13.91
"2020-11-13 02:00:00",132,12.45,9.74,-13.32,0.417,-12.83
"2020-11-13 03:00:00",133,12.44,9.73,-12.72,0.512,-11.37
"2020-11-13 04:00:00",134,12.43,9.74,-11.98,0.509,-11.27
"2020-11-13 05:00:00",135,12.44,9.75,-11.26,0.491,-10.46
"2020-11-13 06:00:00",136,12.44,9.75,-10.26,0.578,-9.39
"2020-11-13 07:00:00",137,12.44,9.75,-8.65,1.172,-5.902
"2020-11-13 08:00:00",138,12.44,9.76,-5.18,1.671,-2.389
"2020-11-13 09:00:00",139,12.45,9.78,-4.84,0.862,-4.079
"2020-11-13 10:00:00",140,12.45,9.8,-5.121,0.348,-4.687
"2020-11-13 11:00:00",141,12.47,9.82,-4.639,0.517,-4.003
"2020-11-13 12:00:00",142,12.46,9.84,-4.081,0.597,-3.931
"2020-11-13 13:00:00",143,12.45,9.84,-4.031,0.367,-4.04
"2020-11-13 14:00:00",144,12.48,9.85,-3.743,0.407,-3.726
"2020-11-13 15:00:00",145,12.47,9.87,-3.436,0.44,-3.198
"2020-11-13 16:00:00",146,12.46,9.88,-3.169,0.424,-3.002
"2020-11-13 17:00:00",147,12.47,9.9,-3.268,0.221,-3.286
"2020-11-13 18:00:00",148,12.47,9.92,-3.357,0.203,-3.331
"2020-11-13 19:00:00",149,12.46,9.93,-3.179,0.327,-2.994
"2020-11-13 20:00:00",150,12.47,9.95,-3.002,0.354,-2.729
"2020-11-13 21:00:00",151,12.47,9.97,-3.972,-0.205,-4.627
"2020-11-13 22:00:00",152,12.47,9.97,-4.699,-0.05,-4.912
"2020-11-13 23:00:00",153,12.46,9.98,-5.523,-0.12,-5.861
"2020-11-14 00:00:00",154,12.45,9.99,-6.284,-0.099,-6.889
"2020-11-14 01:00:00",155,12.44,10,-6.99,0.327,-6.732
"2020-11-14 02:00:00",156,12.44,10,-7.464,0.141,-7.197
"2020-11-14 03:00:00",157,12.45,10.02,-7.589,0.168,-7.58
"2020-11-14 04:00:00",158,12.44,10.01,-7.506,0.179,-7.568
"2020-11-14 05:00:00",159,12.44,10.06,-7.692,0.074,-7.88
"2020-11-14 06:00:00",160,12.45,10.06,-7.859,0.086,-7.939
"2020-11-14 07:00:00",161,12.45,10.08,-8.05,0.069,-8.13
"2020-11-14 08:00:00",162,12.45,10.09,-8.07,0.188,-7.996
"2020-11-14 09:00:00",163,12.45,10.1,-7.444,0.538,-7.123
"2020-11-14 10:00:00",164,12.45,10.1,-6.549,0.848,-5.803
"2020-11-14 11:00:00",165,12.45,10.12,-5.302,0.957,-5.249
"2020-11-14 12:00:00",166,12.47,10.12,-4.111,1.005,-4.12
"2020-11-14 13:00:00",167,12.48,10.14,-2.903,1.563,-3.451
"2020-11-14 14:00:00",168,12.48,10.14,-3.377,0.98,-1.8
"2020-11-14 15:00:00",169,12.46,10.15,-4.679,0.093,-5.38
"2020-11-14 16:00:00",170,12.44,10.15,-5.807,-0.128,-6.731
"2020-11-14 17:00:00",171,12.43,10.16,-6.682,-0.141,-7.43
"2020-11-14 18:00:00",172,12.43,10.16,-7.309,-0.04,-7.586
"2020-11-14 19:00:00",173,12.42,10.16,-7.361,0.155,-7.593
"2020-11-14 20:00:00",174,12.43,10.17,-7.382,0.205,-7.48
"2020-11-14 21:00:00",175,12.43,10.17,-7.485,0.208,-7.423
"2020-11-14 22:00:00",176,12.43,10.17,-7.526,0.229,-7.366
"2020-11-14 23:00:00",177,12.43,10.18,-7.32,0.3,-7.204
"2020-11-15 00:00:00",178,12.43,10.19,-7.237,0.259,-7.139
"2020-11-15 01:00:00",179,12.42,10.19,-7.134,0.273,-7.001
"2020-11-15 02:00:00",180,12.43,10.19,-7.052,0.231,-7.016
"2020-11-15 03:00:00",181,12.43,10.19,-6.744,0.342,-6.495
"2020-11-15 04:00:00",182,12.43,10.2,-6.539,0.298,-6.388
"2020-11-15 05:00:00",183,12.43,10.21,-6.376,0.284,-6.225
"2020-11-15 06:00:00",184,12.43,10.21,-6.07,0.357,-5.742
"2020-11-15 07:00:00",185,12.42,10.23,-5.645,0.417,-4.945
"2020-11-15 08:00:00",186,12.43,10.23,-4.121,0.794,-3.158
"2020-11-15 09:00:00",187,12.42,10.24,-3.051,0.953,-2.25
"2020-11-15 10:00:00",188,12.44,10.25,-1.745,1.244,-0.823
"2020-11-15 11:00:00",189,12.5,10.25,-0.168,1.268,0.804
"2020-11-15 12:00:00",190,12.57,10.27,0.569,0.972,0.403
"2020-11-15 13:00:00",191,12.53,10.27,-0.284,0.233,-1.021
"2020-11-15 14:00:00",192,12.58,10.26,0.046,0.632,0.449
"2020-11-15 15:00:00",193,12.62,10.28,0.472,0.77,0.122
"2020-11-15 16:00:00",194,12.54,10.27,-0.148,0.141,-0.99
"2020-11-15 17:00:00",195,12.44,10.28,-1.452,-0.084,-2.306
"2020-11-15 18:00:00",196,12.42,10.3,-1.804,0.162,-2.288
"2020-11-15 19:00:00",197,12.42,10.3,-1.912,0.335,-1.877
"2020-11-15 20:00:00",198,12.4,10.31,-1.873,0.33,-1.97
"2020-11-15 21:00:00",199,12.41,10.31,-2.117,0.419,-2.267
"2020-11-15 22:00:00",200,12.42,10.32,-1.97,0.46,-1.856
"2020-11-15 23:00:00",201,12.42,10.32,-2.078,0.318,-1.665
"2020-11-16 00:00:00",202,12.42,10.32,-2.117,0.41,-1.994
"2020-11-16 01:00:00",203,12.42,10.32,-1.98,0.468,-1.708
"2020-11-16 02:00:00",204,12.4,10.32,-2.059,0.39,-2.024
"2020-11-16 03:00:00",205,12.42,10.32,-2.117,0.331,-2.047
"2020-11-16 04:00:00",206,12.4,10.32,-2.117,0.323,-2.135
"2020-11-16 05:00:00",207,12.4,10.32,-2.255,0.247,-2.299
"2020-11-16 06:00:00",208,12.4,10.32,-2.255,0.3,-2.273
"2020-11-16 07:00:00",209,12.4,10.32,-2.215,0.321,-2.084
"2020-11-16 08:00:00",210,12.41,10.32,-1.599,0.672,-0.993
"2020-11-16 09:00:00",211,12.44,10.33,0.123,1.331,0.964
"2020-11-16 10:00:00",212,12.46,10.33,1.266,1.162,1.546
"2020-11-16 11:00:00",213,12.56,10.33,2.224,1.281,3.253
"2020-11-16 12:00:00",214,12.97,10.34,5.355,2.528,6.941
"2020-11-16 13:00:00",215,12.84,10.32,3.995,0.977,4.777
"2020-11-16 14:00:00",216,12.92,10.28,4.898,1.684,6.779
"2020-11-16 15:00:00",217,12.86,10.25,4.257,1.276,4.848
"2020-11-16 16:00:00",218,12.78,10.23,2.649,0.667,2.737
"2020-11-16 17:00:00",219,12.64,10.2,0.744,0.315,0.201
"2020-11-16 18:00:00",220,12.58,10.2,-0.936,0.108,-1.568
"2020-11-16 19:00:00",221,12.53,10.24,-1.882,0.215,-1.953
"2020-11-16 20:00:00",222,12.49,10.26,-2.255,0.361,-2.792
"2020-11-16 21:00:00",223,12.46,10.27,-2.49,0.346,-3.072
"2020-11-16 22:00:00",224,12.44,10.28,-2.805,0.357,-3.176
"2020-11-16 23:00:00",225,12.42,10.28,-3.081,0.32,-3.646
"2020-11-17 00:00:00",226,12.42,10.29,-3.466,0.323,-3.943
"2020-11-17 01:00:00",227,12.41,10.27,-3.991,0.169,-4.602
"2020-11-17 02:00:00",228,12.4,10.28,-3.872,0.305,-4.642
"2020-11-17 03:00:00",229,12.4,10.3,-3.813,0.469,-4.326
"2020-11-17 04:00:00",230,12.39,10.3,-4.36,0.295,-5.539
"2020-11-17 05:00:00",231,12.4,10.3,-4.719,0.184,-5.731
"2020-11-17 06:00:00",232,12.4,10.3,-5.241,0.028,-6.636
"2020-11-17 07:00:00",233,12.39,10.31,-5.423,0.339,-6.071
"2020-11-17 08:00:00",234,12.41,10.31,-4.699,0.651,-5.187
"2020-11-17 09:00:00",235,12.52,10.32,-3.813,0.767,-3.742
"2020-11-17 10:00:00",236,12.64,10.32,-1.082,1.441,-0.196
"2020-11-17 11:00:00",237,12.67,10.35,0.346,1.116,0.557
"2020-11-17 12:00:00",238,12.86,10.55,2.775,2.365,4.368
"2020-11-17 13:00:00",239,12.82,10.58,3.685,1.732,4.416
"2020-11-17 14:00:00",240,12.71,10.58,2.427,0.75,2.601
"2020-11-17 15:00:00",241,12.61,10.58,1.411,0.467,1.324
"2020-11-17 16:00:00",242,12.55,10.6,1.034,0.483,1.087
"2020-11-17 17:00:00",243,12.5,10.61,0.56,0.385,0.402
"2020-11-17 18:00:00",244,12.46,10.61,1.653,1.4,"NAN"
"2020-11-17 19:00:00",245,12.43,10.62,3.617,2.005,7.917
"2020-11-17 20:00:00",246,12.4,10.62,3.685,1.33,5.813
"2020-11-17 21:00:00",247,12.4,10.61,1.528,0.198,0.688
"2020-11-17 22:00:00",248,12.39,10.6,0.162,0.11,-0.25
"2020-11-17 23:00:00",249,12.38,10.6,-0.051,0.29,-0.139
"2020-11-18 00:00:00",250,12.39,10.56,-0.129,0.3,-0.155
"2020-11-18 01:00:00",251,12.38,10.51,-0.187,0.321,-0.161
"2020-11-18 02:00:00",252,12.39,10.51,-0.148,0.36,-0.175
"2020-11-18 03:00:00",253,12.39,10.51,-0.226,0.352,-0.322
"2020-11-18 04:00:00",254,12.39,10.52,-0.381,0.302,-0.601
"2020-11-18 05:00:00",255,12.38,10.54,-0.546,0.277,-0.801
"2020-11-18 06:00:00",256,12.38,10.56,-0.595,0.299,-0.806
"2020-11-18 07:00:00",257,12.38,10.56,-0.692,0.28,-0.947
"2020-11-18 08:00:00",258,12.39,10.57,-0.556,0.39,-0.644
"2020-11-18 09:00:00",259,12.39,10.57,-0.187,0.592,-0.126
"2020-11-18 10:00:00",260,12.4,10.59,0.957,1.289,1.228
"2020-11-18 11:00:00",261,12.43,10.61,1.228,1.035,0.922
"2020-11-18 12:00:00",262,12.56,10.64,1.827,1.303,1.364
"2020-11-18 13:00:00",263,12.7,10.61,2.369,1.487,2.369
"2020-11-18 14:00:00",264,12.74,10.62,2.63,1.329,2.526
"2020-11-18 15:00:00",265,12.61,10.7,1.702,0.731,0.889
"2020-11-18 16:00:00",266,12.52,10.68,0.744,0.394,0.472
"2020-11-18 17:00:00",267,12.44,10.65,0.065,0.232,-0.312
"2020-11-18 18:00:00",268,12.4,10.63,-0.168,0.288,-0.273
"2020-11-18 19:00:00",269,12.38,10.61,-0.673,0.063,-1.428
"2020-11-18 20:00:00",270,12.37,10.61,-1.569,-0.034,-2.661
"2020-11-18 21:00:00",271,12.38,10.6,-2.196,0.061,-3.13
"2020-11-18 22:00:00",272,12.38,10.6,-2.923,-0.076,-4.098
"2020-11-18 23:00:00",273,12.37,10.6,-3.575,-0.048,-4.84
"2020-11-19 00:00:00",274,12.37,10.6,-4.011,0.027,-4.923
"2020-11-19 01:00:00",275,12.37,10.59,-3.982,0.109,-5.017
"2020-11-19 02:00:00",276,12.37,10.59,-3.982,0.065,-5.062
"2020-11-19 03:00:00",277,12.36,10.59,-3.912,0.108,-4.788
"2020-11-19 04:00:00",278,12.37,10.6,-3.783,0.157,-4.703
"2020-11-19 05:00:00",279,12.36,10.59,-3.942,0.105,-4.836
"2020-11-19 06:00:00",280,12.37,10.59,-4.061,0.109,-4.911
"2020-11-19 07:00:00",281,12.35,10.6,-4.101,0.192,-4.845
"2020-11-19 08:00:00",282,12.36,10.6,-3.991,0.196,-4.815
"2020-11-19 09:00:00",283,12.36,10.6,-3.426,0.467,-4.231
"2020-11-19 10:00:00",284,12.36,10.6,-2.874,0.709,-3.386
"2020-11-19 11:00:00",285,12.37,10.61,-1.296,1.323,-1.613
"2020-11-19 12:00:00",286,12.37,10.61,-1.677,1.084,-1.194
"2020-11-19 13:00:00",287,12.37,10.61,-1.335,0.821,-1.757
"2020-11-19 14:00:00",288,12.37,10.61,-2.049,0.855,-1.891
"2020-11-19 15:00:00",289,12.35,10.62,-2.362,0.28,-3.597
"2020-11-19 16:00:00",290,12.36,10.61,-3.426,0.064,-4.868
"2020-11-19 17:00:00",291,12.35,10.61,-4.719,-0.14,-5.757
"2020-11-19 18:00:00",292,12.34,10.61,-5.463,0.054,-6.12
"2020-11-19 19:00:00",293,12.35,10.61,-5.463,0.282,-5.889
"2020-11-19 20:00:00",294,12.34,10.6,-5.503,0.224,-5.983
"2020-11-19 21:00:00",295,12.34,10.6,-6.213,-0.038,-7.477
"2020-11-19 22:00:00",296,12.34,10.6,-9.78,-0.975,-12.31
"2020-11-19 23:00:00",297,12.34,10.6,-12.03,-0.621,-13.67
"2020-11-20 00:00:00",298,12.34,10.59,-13.61,-0.398,-15.07
"2020-11-20 01:00:00",299,12.34,10.59,-14.55,-0.281,-15.67
"2020-11-20 02:00:00",300,12.34,10.58,-15.89,-0.304,-16.92
"2020-11-20 03:00:00",301,12.34,10.57,-16.71,-0.146,-17.78
"2020-11-20 04:00:00",302,12.33,10.58,-16.99,0.122,-17.74
"2020-11-20 05:00:00",303,12.33,10.57,-15.79,0.965,-14.25
"2020-11-20 06:00:00",304,12.33,10.58,-14.2,1.276,-12.94
"2020-11-20 07:00:00",305,12.33,10.59,-13.78,0.861,-15.48
"2020-11-20 08:00:00",306,12.32,10.59,-14.18,0.494,-14.92
"2020-11-20 09:00:00",307,12.32,10.59,-13.16,1.43,-12.14
"2020-11-20 10:00:00",308,12.33,10.6,-11.47,1.591,-10.85
"2020-11-20 11:00:00",309,12.33,10.6,-9.75,1.842,-9.2
"2020-11-20 12:00:00",310,12.38,10.6,-7.574,2.264,-6.977
"2020-11-20 13:00:00",311,12.54,10.6,-7.609,1.468,-7.316
"2020-11-20 14:00:00",312,12.56,10.6,-7.361,1.458,-6.978
"2020-11-20 15:00:00",313,12.53,10.6,-8.03,0.746,-7.919
"2020-11-20 16:00:00",314,12.43,10.6,-9.02,0.546,-9.99
"2020-11-20 17:00:00",315,12.35,10.6,-10.67,0.219,-12.27
"2020-11-20 18:00:00",316,12.33,10.6,-13.18,-0.048,-14.73
"2020-11-20 19:00:00",317,12.32,10.58,-14.72,0.16,-15.18
"2020-11-20 20:00:00",318,12.31,10.58,-15.74,0.504,-16.09
"2020-11-20 21:00:00",319,12.31,10.57,-17.1,0.293,-17.58
"2020-11-20 22:00:00",320,12.32,10.57,-17.67,0.601,-17.7
"2020-11-20 23:00:00",321,12.32,10.57,-15.51,2.158,-13.58
"2020-11-21 00:00:00",322,12.31,10.57,-14.37,1.423,-13.36
"2020-11-21 01:00:00",323,12.31,10.57,-16.58,0.01,-17.18
"2020-11-21 02:00:00",324,12.3,10.56,-17.43,0.378,-17.34
"2020-11-21 03:00:00",325,12.3,10.57,-17.05,0.923,-16.52
"2020-11-21 04:00:00",326,12.31,10.57,-18.38,0.051,-19.53
"2020-11-21 05:00:00",327,12.3,10.57,-19.35,0.484,-19.43
"2020-11-21 06:00:00",328,12.3,10.57,-19.22,0.98,-18.84
"2020-11-21 07:00:00",329,12.3,10.57,-18.6,1.288,-16.49
"2020-11-21 08:00:00",330,12.3,10.57,-18.81,0.928,-18.33
"2020-11-21 09:00:00",331,12.34,10.57,-18.96,0.928,-18.51
"2020-11-21 10:00:00",332,12.43,10.57,-17.66,1.542,-17.27
"2020-11-21 11:00:00",333,12.57,10.57,-13.76,2.898,-11.67
"2020-11-21 12:00:00",334,12.63,10.57,-10.75,2.837,-8.08
"2020-11-21 13:00:00",335,12.67,10.58,-10.12,1.975,-7.738
"2020-11-21 14:00:00",336,12.65,10.59,-9.16,1.816,-8.82
"2020-11-21 15:00:00",337,12.59,10.59,-9.82,0.885,-9.91
"2020-11-21 16:00:00",338,12.49,10.58,-10.95,0.555,-11.67
"2020-11-21 17:00:00",339,12.42,10.59,-12.65,0.261,-13.73
"2020-11-21 18:00:00",340,12.36,10.58,-12.25,1.218,-12.45
"2020-11-21 19:00:00",341,12.33,10.58,-12.8,1.24,-12.69
"2020-11-21 20:00:00",342,12.31,10.58,-13.8,0.978,-12.99
"2020-11-21 21:00:00",343,12.28,10.58,-15.69,0.359,-15.22
"2020-11-21 22:00:00",344,12.3,10.58,-14.11,1.515,-13.71
"2020-11-21 23:00:00",345,12.29,10.58,-13.98,1.325,-13.22
"2020-11-22 00:00:00",346,12.28,10.58,-14.42,0.887,-14.81
"2020-11-22 01:00:00",347,12.28,10.57,-14.82,0.996,-14.19
"2020-11-22 02:00:00",348,12.28,10.56,-15.54,0.71,-15.37
"2020-11-22 03:00:00",349,12.28,10.56,-14.8,1.395,-13.89
"2020-11-22 04:00:00",350,12.28,10.56,-14.93,1.111,-13.97
"2020-11-22 05:00:00",351,12.28,10.56,-15.59,0.75,-15.48
"2020-11-22 06:00:00",352,12.28,10.56,-16.06,0.617,-16.2
"2020-11-22 07:00:00",353,12.28,10.56,-15.96,0.843,-15.64
"2020-11-22 08:00:00",354,12.28,10.56,-16.33,0.766,-16.56
"2020-11-22 09:00:00",355,12.32,10.56,-16.28,0.902,-15.9
"2020-11-22 10:00:00",356,12.4,10.57,-14.49,1.719,-13.06
"2020-11-22 11:00:00",357,12.52,10.58,-11.77,2.513,-9.39
"2020-11-22 12:00:00",358,12.58,10.59,-8.97,2.6,-6.627
"2020-11-22 13:00:00",359,12.61,10.58,-8.57,1.744,-7.944
"2020-11-22 14:00:00",360,12.58,10.6,-8.36,1.371,-7.718
"2020-11-22 15:00:00",361,12.54,10.6,-8.21,1.086,-7.794
"2020-11-22 16:00:00",362,12.45,10.6,-8.72,0.811,-9.14
"2020-11-22 17:00:00",363,12.38,10.6,-10.36,0.393,-11.15
