DATETIME,TA,RH,VW,ISWR,RSWR,ILWR,TSS,PSUM,HS,TSG
,C,%,M/S,W/M2,W/M2,W/M2,C,MM,MM,C
2021-01-28T08:00:00,-3.41,97.2,1.14,0,0.46,296.6,-4.17,419.354,1047.496,0.3
2021-01-28T09:00:00,-3.31,97.3,1.22,0,0.37,297.3,-3.88,419.862,1054.1,0.3
2021-01-28T10:00:00,-3.47,98,1.3,0,0.13,297,-3.89,420.878,1078.992,0.3
2021-01-28T11:00:00,-3.59,97.7,1.45,0,0.29,296.3,-4.17,422.402,1080.008,0.3
2021-01-28T12:00:00,-3.66,97.3,1.34,0,0,303.7,-4.36,422.91,1077.976,0.3
2021-01-28T13:00:00,-3.66,98.1,1.12,0,0,307.8,-4.17,423.164,1087.12,0.29
2021-01-28T14:00:00,-3.53,98,1.18,0,0,307.8,-4.23,423.926,1087.882,0.29
2021-01-28T15:00:00,-3.33,97.1,1.25,0,0,307.7,-4.23,423.926,1082.04,0.29
2021-01-28T16:00:00,-3.18,97.2,1.21,8.89,8.56,300.7,-4.34,424.434,1090.549,0.29
2021-01-28T17:00:00,-2.55,94,1.35,68.71,57.06,300.7,,424.688,1099.058,0.29
2021-01-28T18:00:00,-1.86,90.8,1.29,96.9,82.4,304.3,-3.45,424.942,1085.088,0.29
2021-01-28T19:00:00,-1.52,89.6,1.19,109.8,91.9,306.4,-3.14,425.196,1086.104,0.29
2021-01-28T20:00:00,-0.96,87.4,1.35,135.3,113.8,308.7,,425.196,1078.992,0.29
2021-01-28T21:00:00,-0.74,89.8,0.88,137.7,114.9,305,-2.18,425.45,1083.056,0.29
2021-01-28T22:00:00,-0.85,89.3,0.71,114.9,97,305.1,-2.11,425.704,1077.976,0.3
2021-01-28T23:00:00,-0.76,91.4,0.69,107.1,88.3,302,-1.99,425.704,1086.104,0.3
2021-01-29T00:00:00,-1.19,96.7,0.76,49.41,42,307.5,-2.07,425.958,1075.944,0.3
2021-01-29T01:00:00,-1.52,96,0.73,6.9,7.22,305.5,-2.55,426.212,1091.946,0.29
2021-01-29T02:00:00,-1.38,96.6,0.68,0,0.61,304.9,-2.44,426.212,1087.882,0.29
2021-01-29T03:00:00,-1.33,98.7,0.75,0,0.48,305.9,-2.02,426.466,1098.042,0.29
2021-01-29T04:00:00,-1.36,99.2,0.82,0,0.35,306,-2.06,426.72,1090.93,0.3
2021-01-29T05:00:00,-1.38,100,0.84,0,0.34,305.9,-2.24,426.72,1087.12,0.3
2021-01-29T06:00:00,-1.64,98.7,0.72,0,0.35,304.5,-3.49,426.974,1102.106,0.3
2021-01-29T07:00:00,-0.97,97.3,0.66,0,1.09,306.5,-2.01,426.974,1093.978,0.3
2021-01-29T08:00:00,-1.62,99.5,0.44,0,0.07,305,-3.87,426.974,1100.074,0.3
2021-01-29T09:00:00,-2.08,100,0.44,0,0.73,301,-5.21,426.974,1098.042,0.3
2021-01-29T10:00:00,-1.86,100,0.45,0,1.05,302.4,-3.93,426.974,1094.994,0.3
2021-01-29T11:00:00,-1.29,100,0.34,0,0.66,305.8,-2.12,426.974,1097.026,0.3
2021-01-29T12:00:00,-1.24,100,0.15,0,0,311,-1.81,427.228,1102.106,0.3
2021-01-29T13:00:00,-1.26,100,0.33,0,0,317.5,-1.79,427.482,1096.01,0.3
2021-01-29T14:00:00,-0.97,99.9,0.69,0,0,317.6,-1.52,427.99,1110.996,0.3
2021-01-29T15:00:00,-0.91,98.4,0.75,0,0,317.4,-1.49,428.498,1091.946,0.3
2021-01-29T16:00:00,-1.13,100,0.3,5.1,6.67,313,-1.69,428.498,1096.01,0.3
2021-01-29T17:00:00,-0.93,99.9,0.55,29.34,32.22,309.9,-1.51,429.514,1105.916,0.3
2021-01-29T18:00:00,-0.29,97.7,0.4,75.95,80.4,311.8,-1.08,429.768,1103.503,0.3
2021-01-29T19:00:00,-0.2,98.2,0.58,81.4,85.7,311.5,-0.83,430.022,1101.09,0.29
2021-01-29T20:00:00,-0.13,98.2,0.38,82.8,97.2,312.4,-0.84,430.53,1127.506,0.3
2021-01-29T21:00:00,-0.95,97.4,0.42,77.45,112.1,313.6,-1.16,432.308,1153.922,0.3
2021-01-29T22:00:00,-1.36,98,0.99,66.1,104.8,313.7,-1.55,433.832,1165.098,0.29
2021-01-29T23:00:00,-1.85,99.8,0.93,33.89,55.13,312.9,-1.82,434.594,1149.096,0.29
2021-01-30T00:00:00,-2.6,100,1.87,24.21,36.97,305.9,-2.59,436.118,1161.034,0.3
2021-01-30T01:00:00,-2.64,100,2.02,7.08,10.45,301.6,-2.76,437.896,1195.07,0.3
2021-01-30T02:00:00,-2.54,100,2.2,0.02,0.06,301.2,-2.7,438.912,1196.594,0.3
2021-01-30T03:00:00,-2.69,100,1.9,0,0,300.8,-2.81,439.166,1198.118,0.3
2021-01-30T04:00:00,-2.72,100,1.66,0,0,300.7,-2.85,439.166,1183.894,0.3
2021-01-30T05:00:00,-2.81,100,0.89,0,0,300.4,-2.92,439.166,1176.02,0.3
2021-01-30T06:00:00,-3.4,100,0.33,0,0,298.3,-3.43,439.166,1172.972,0.3
2021-01-30T07:00:00,-3.42,100,0.2,0,0.03,297.6,-3.52,439.166,1169.924,0.3
2021-01-30T08:00:00,-4.28,99.5,0.18,0,0,294.9,-4.88,439.166,1176.401,0.3
2021-01-30T09:00:00,-4.79,99.5,0.27,0,0.14,291.6,-5.69,439.42,1182.878,0.3
2021-01-30T10:00:00,-4.9,99.5,0.44,0,0.51,290.1,-6.38,439.42,1176.909,0.3
2021-01-30T11:00:00,-5.07,99.4,0.39,0,0.3,290,-6.27,439.42,1170.94,0.3
2021-01-30T12:00:00,-6.11,98.7,0.22,0,0,299,-9.15,439.42,1167.892,0.31
2021-01-30T13:00:00,-6.23,98.8,0.41,0,0,302.1,-9.74,439.42,1165.098,0.31
2021-01-30T14:00:00,-6.16,98.9,0.33,0,0,304.6,-9.39,439.166,1163.066,0.31
2021-01-30T15:00:00,-5.68,99.1,0.3,0,0,307.6,-7.09,439.166,1162.304,0.3
2021-01-30T16:00:00,-5.68,99.1,0.01,11.36,15.75,298,-7.26,439.166,1161.542,0.3
2021-01-30T17:00:00,-4.85,97.6,0,59.48,80.4,296.1,-6.08,439.42,1160.78,0.3
2021-01-30T18:00:00,-3.71,97.1,0.01,117.9,150,306.1,-4.53,439.166,1160.018,0.31
2021-01-30T19:00:00,-3.49,95.4,0.22,172.6,145,309.4,-6.88,439.42,1162.05,0.3
2021-01-30T20:00:00,-2.05,92.8,0.95,223.5,232.3,313.5,-3.86,439.42,1166.876,0.3
2021-01-30T21:00:00,-1.63,90.5,0.9,245.9,235.9,313.1,-3.18,439.674,1172.972,0.3
2021-01-30T22:00:00,-1.06,83.8,0.79,299.1,239.6,262.6,-3.34,439.928,1170.94,0.31
2021-01-30T23:00:00,0.42,83.3,0.88,407.9,245.2,204.7,-4.18,440.182,1164.082,0.32
2021-01-31T00:00:00,-1.64,88.8,0.25,127.4,94.5,253.8,-4.18,440.182,1169.924,0.31
2021-01-31T01:00:00,-4.05,93.4,0.26,25.46,22.67,186.6,-9.14,440.182,1173.988,0.31
2021-01-31T02:00:00,-5.75,93.5,0.61,0,1.11,183.1,-10.84,440.182,1172.972,0.31
2021-01-31T03:00:00,-6.16,92.4,0.74,0,1.75,208.7,-11.55,440.182,1171.956,0.31
2021-01-31T04:00:00,-5.91,92.5,1.3,0,2.04,232.8,,439.928,1167.892,0.31
2021-01-31T05:00:00,-5.78,92,0.67,0,2.28,241.4,-11.65,439.674,1167.892,0.31
2021-01-31T06:00:00,-4.89,90,0.81,0,3.35,252.8,-10.48,439.674,1166.876,0.31
2021-01-31T07:00:00,-4.84,89.8,0.92,0,3.6,257.1,-10.44,439.42,1168.908,0.3
2021-01-31T08:00:00,-4.6,89.8,1.08,0,3.88,257.2,-9.85,439.42,1170.94,0.3
2021-01-31T09:00:00,-5.22,89.9,0.88,0,3.4,255.7,-10.69,439.42,1170.94,0.3
2021-01-31T10:00:00,-5.54,88.7,0.7,0,3.02,255.8,-11.58,439.42,1170.94,0.3
2021-01-31T11:00:00,-5.48,88.2,0.64,0,3.34,257.6,-11.71,439.42,1166.876,0.31
2021-01-31T12:00:00,-5.41,86.9,0.81,0,0,246.1,-11.58,439.42,1167.892,0.3
2021-01-31T13:00:00,-5.66,87.1,0.74,0,0,174.8,-11.74,439.166,1164.082,0.31
2021-01-31T14:00:00,-5.39,85.6,1.06,0,0,185.7,-10.85,439.166,1164.082,0.31
2021-01-31T15:00:00,-4.76,85,1.52,0,0,207.5,-9.11,439.166,1163.066,0.3
2021-01-31T16:00:00,-4.59,83.6,1.35,12.57,15.13,212.4,-8.93,439.166,1163.066,0.29
2021-01-31T17:00:00,-4.32,80.4,1.03,31.02,35.05,178.8,-10.24,439.166,1164.082,0.3
2021-01-31T18:00:00,-2.91,77.21,1.65,124.6,65.39,188.8,-8.47,439.42,1163.066,0.3
2021-01-31T19:00:00,-0.7,69.06,1.98,293.6,155.1,236.3,-4.82,439.42,1161.034,0.3
2021-01-31T20:00:00,1.18,68.09,1.27,327.4,196.1,228.3,-4.07,439.42,1159.002,0.3
2021-01-31T21:00:00,2.65,64.01,1.07,599.9,229.6,189,-3.81,439.928,1155.954,0.32
2021-01-31T22:00:00,2.95,62.33,1.06,525.7,242.1,191.1,-3.25,440.182,1150.874,0.31
2021-01-31T23:00:00,2.8,59.18,1.09,395.4,216.9,192,-3.66,440.69,1150.112,0.31
2021-02-01T00:00:00,0.9,58.42,0.95,194.8,122.9,191.2,-5.29,440.69,1150.874,0.31
2021-02-01T01:00:00,-1.17,65.71,1.12,18.08,15.9,207.9,-6.69,440.436,1154.938,0.3
2021-02-01T02:00:00,-0.85,63.13,0.95,0.06,1.88,249.5,-5.33,440.182,1152.906,0.31
2021-02-01T03:00:00,-0.46,64.58,0.92,0,0.57,277.2,-3.69,440.182,1150.874,0.31
2021-02-01T04:00:00,-1.06,61.14,1.32,0,1.21,233.6,-5.33,439.928,1147.064,0.3
2021-02-01T05:00:00,-0.02,62.08,1.11,0.86,1.02,290.5,-3.2,439.928,1147.064,0.3
2021-02-01T06:00:00,0.27,63.28,1.15,0.44,0.2,301.5,-2.47,439.928,1126.998,0.29
2021-02-01T07:00:00,-0.18,63.67,1.14,0,0.25,269.1,-3.52,439.928,1132.078,0.29
2021-02-01T08:00:00,-0.99,64.92,1.49,0,1.54,205.8,-6.23,439.674,1135.888,0.3
2021-02-01T09:00:00,-0.97,65.54,1.57,0,2.08,202.8,-6.68,439.674,1140.968,0.3
2021-02-01T10:00:00,-0.56,62.65,1.34,0,2.53,205.8,-6.44,439.674,1134.11,0.3
2021-02-01T11:00:00,-0.42,61.15,1.49,0,2.23,204.4,-6.44,439.674,1130.046,0.3
2021-02-01T12:00:00,0.58,59.83,1.53,0,0,260.7,-3.84,439.674,1125.982,0.3
2021-02-01T13:00:00,0.77,59.84,1.25,0,0,251.5,-3.62,439.674,1125.982,0.3
2021-02-01T14:00:00,0.3,61.78,0.91,0,0,233.3,-4.67,439.674,1130.046,0.3
2021-02-01T15:00:00,0.3,60.14,0.89,0,0,246.4,-4.26,439.674,1125.982,0.3
2021-02-01T16:00:00,0.16,60.84,1.06,15.1,12.48,242.7,-4.54,439.674,1128.014,0.3
2021-02-01T17:00:00,1.37,54.65,1.06,91.4,68.3,257.3,-3.46,439.674,1134.11,0.3
2021-02-01T18:00:00,2.95,53.41,1.23,208.1,143.5,266,-1.68,439.928,1131.062,0.3
2021-02-01T19:00:00,3.75,53.5,1.5,268.4,160.9,263.4,-1.04,440.182,1136.904,0.3
2021-02-01T20:00:00,4.38,48.27,1.23,280.5,199.2,283.9,0.08,440.436,1135.888,0.3
2021-02-01T21:00:00,4.74,51.65,1.21,268.1,185.3,288.2,0.33,440.69,1130.046,0.3
2021-02-01T22:00:00,4.57,50.02,1.22,217.6,156.5,291,0.18,440.944,1130.046,0.3
2021-02-01T23:00:00,4.49,49.06,1.16,173.7,127.5,288.5,0.12,440.944,1130.046,0.31
2021-02-02T00:00:00,3.56,50.35,1.08,109.7,80.5,256.4,-1.06,440.944,1124.966,0.31
2021-02-02T01:00:00,2.68,54.49,1.11,32.81,25.94,236.9,-2.83,440.944,1124.966,0.31
2021-02-02T02:00:00,1.83,55.97,1.04,0,1.87,239.4,-3.67,440.69,1123.95,0.31
2021-02-02T03:00:00,3,54.66,1.08,0.95,1.03,298.7,-1.04,440.69,1119.124,0.31
2021-02-02T04:00:00,3.19,58.8,1.04,0,0.17,299.2,,440.69,1118.108,0.3
2021-02-02T05:00:00,2.88,62.04,1.06,0,0.84,276.2,-1.37,440.69,1117.092,0.3
2021-02-02T06:00:00,3.09,59.17,1.14,0.03,0.59,289.1,-0.88,440.69,1113.028,0.31
2021-02-02T07:00:00,3.79,55.08,1.15,0,1.08,279.2,-0.97,440.69,1121.918,0.3
2021-02-02T08:00:00,3.19,56.16,1.22,0,1.03,238.4,-2.64,440.69,1121.918,0.3
2021-02-02T09:00:00,1.97,58.12,1.11,0,2,211.6,-4.55,440.69,1120.902,0.31
2021-02-02T10:00:00,2.93,56.95,1.03,0.08,2.42,245.1,-3.19,440.436,1118.108,0.31
2021-02-02T11:00:00,3.11,57.42,0.99,0.53,0.78,293.9,-1.09,440.436,1120.902,0.31
2021-02-02T12:00:00,3.69,55.99,0.93,0,0,289.5,-0.57,440.69,1121.918,0.31
2021-02-02T13:00:00,3.45,59.79,0.8,0,0,287.5,-0.58,440.69,1119.886,0.3
2021-02-02T14:00:00,2.79,59.88,0.93,0,0,287.3,-0.81,440.69,1118.108,0.31
2021-02-02T15:00:00,2.72,64.59,0.9,0,0,289.9,-0.73,440.69,1119.124,0.31
2021-02-02T16:00:00,2.13,62.58,1.02,8.91,7.16,289,-1.14,440.436,1115.06,0.31
2021-02-02T17:00:00,3.41,57.69,1.25,60.29,47.27,295.4,-0.35,440.436,1113.028,0.3
2021-02-02T18:00:00,3.6,61.93,1.19,65.81,52.3,300.6,0.05,440.69,1115.06,0.3
2021-02-02T19:00:00,3.8,60.66,1.31,99.6,78.97,301.9,0.22,440.69,1109.98,0.3
2021-02-02T20:00:00,5.02,,,,,,0.48,,1107.948,0.3
2021-02-02T21:00:00,5.78,57.68,2.37,412.1,239.8,277.1,0.51,440.944,1105.916,0.31
2021-02-02T22:00:00,4,63.76,1.54,80.5,62.31,300.1,0.32,441.198,1106.932,0.29
2021-02-02T23:00:00,3.58,67.14,3.26,54.38,43.31,299.4,0.28,440.944,1103.884,0.3
2021-02-03T00:00:00,1.37,98.1,2.16,17.72,13.78,306.3,0.1,440.944,1103.884,0.3
2021-02-03T01:00:00,-0.67,97.2,1.47,3.27,2.86,305.1,-0.18,440.69,1103.122,0.3
2021-02-03T02:00:00,-1.36,100,1.01,0,0,304.7,-0.68,440.944,1080.008,0.31
2021-02-03T03:00:00,-2.23,100,1.34,0,0,303.6,-1.99,442.976,1114.044,0.3
2021-02-03T04:00:00,-3.64,99.1,2.34,0,0,298.1,-3.66,445.008,1141.984,0.31
2021-02-03T05:00:00,-3.88,98.6,2.13,0,0.51,295.4,-4.33,445.516,1138.936,0.3
2021-02-03T06:00:00,-3.8,99.2,1.55,0,0.33,295.7,-4.07,445.516,1140.968,0.3
2021-02-03T07:00:00,-4.56,98.8,2.51,0,0,293.3,-4.54,445.516,1144.016,0.3
2021-02-03T08:00:00,-5.24,98,2.3,0,0,289.8,-5.3,445.516,1167.892,0.3
2021-02-03T09:00:00,-5.26,97.3,1.4,0,0.88,287.9,-6.32,446.024,1163.066,0.3
2021-02-03T10:00:00,-5.13,96.9,0.86,0,1.14,287.8,-7.21,446.024,1160.018,0.3
2021-02-03T11:00:00,-5.58,96.3,0.53,0,0.98,285.2,-8.34,446.024,1160.018,0.3
2021-02-03T12:00:00,-5.91,96.2,0.66,0,0,296.1,-8.94,446.024,1155.954,0.3
2021-02-03T13:00:00,-7.1,97.1,0.28,0,0,298.2,-13.85,446.024,1155.954,0.31
2021-02-03T14:00:00,-6.61,94.8,0.62,0,0,297.9,-12.45,446.024,1154.938,0.32
2021-02-03T15:00:00,-6.22,95.4,0.61,0,0,300,-10.68,446.024,1153.922,0.31
2021-02-03T16:00:00,-5.7,96.5,0.25,18.63,17.95,294.4,-6.91,446.024,1156.97,0.3
2021-02-03T17:00:00,-4.66,94.8,0.32,78.32,83.6,293.4,-6.39,446.024,1128.014,0.31
2021-02-03T18:00:00,-3.87,96,0.64,132.2,149.6,302,-4.97,446.278,1156.97,0.3
2021-02-03T19:00:00,-3.72,95.4,1.23,138.4,178,303.9,-4.51,446.786,1185.926,0.3
2021-02-03T20:00:00,-3.02,96.6,1.1,171.7,233.5,311.8,-3.72,447.294,1192.022,0.3
2021-02-03T21:00:00,-3.76,96.4,1.48,130.3,192.3,307.5,-4.08,447.802,1186.942,0.3
2021-02-03T22:00:00,-3.55,95.1,0.8,109.8,162.8,305.1,-4.06,448.31,1198.88,0.3
2021-02-03T23:00:00,-4.69,97.9,0.82,43.16,64.02,300.1,-4.73,448.564,1194.054,0.31
2021-02-04T00:00:00,-5.28,98.7,1.92,23.2,32.81,292.6,-5.29,448.818,1194.054,0.3
2021-02-04T01:00:00,-5.4,98.7,1.8,7.32,10.19,289.2,-5.51,448.818,1189.99,0.31
2021-02-04T02:00:00,-5.57,98.5,1.83,0.08,0.13,287.9,-5.85,448.818,1188.974,0.3
2021-02-04T03:00:00,-5.7,98.4,1.81,0,0,287.6,-5.94,448.818,1188.974,0.3
2021-02-04T04:00:00,-6.41,98.2,1.44,0,0,284.7,-8.25,448.564,1186.942,0.3
2021-02-04T05:00:00,-6.05,98.3,1.85,0,0.4,285.3,-6.76,448.564,1184.91,0.3
2021-02-04T06:00:00,-5.78,98.5,2.18,0,0.32,286.9,-6.09,448.31,1183.894,0.3
2021-02-04T07:00:00,-5.66,98.6,1.93,0,0.11,287.6,-5.92,448.31,1182.116,0.29
2021-02-04T08:00:00,-5.7,98.5,1.48,0,0,287.6,-5.92,448.31,1180.084,0.3
2021-02-04T09:00:00,-5.89,98.3,1.33,0,0,286.9,-6.07,448.31,1176.02,0.3
2021-02-04T10:00:00,-6.09,97.8,1.72,0,0,286.1,,448.31,1171.956,0.3
2021-02-04T11:00:00,-6.56,97.7,1.84,0,0,284,-6.91,448.31,1172.972,0.3
2021-02-04T12:00:00,-7.17,97.4,1.44,0,0,291.2,-8.75,448.31,1172.972,0.3
2021-02-04T13:00:00,-8.26,97.5,0.96,0,0,292.9,-12.01,448.056,1166.876,0.3
2021-02-04T14:00:00,-8.22,97.6,0.81,0,0,294.1,-11.43,447.802,1161.034,0.31
2021-02-04T15:00:00,-8.02,97,1.29,0,0,294.4,-10.28,447.802,1155.954,0.3
2021-02-04T16:00:00,-8.84,97,1.16,9.77,16.73,280.3,-13.54,447.802,1149.096,0.3
2021-02-04T17:00:00,-7.33,97.2,0.65,74.32,87.4,280.7,-10.9,448.31,1176.02,0.3
2021-02-04T18:00:00,-5.77,97.3,0.85,133.4,150.4,293.2,-7.04,448.31,1177.036,0.3
2021-02-04T19:00:00,-5.35,96.9,0.75,188.4,166.4,299.4,-8.23,448.31,1162.05,0.3
2021-02-04T20:00:00,-4.12,96.3,1.27,209.7,215.5,306.3,-5.83,448.31,1172.972,0.3
2021-02-04T21:00:00,-4.96,96.3,1.79,158.4,178.6,302.1,-5.3,448.31,1169.924,0.3
2021-02-04T22:00:00,-3.61,95.3,1.54,269.8,264.6,304.5,-4.85,448.564,1171.956,0.3
2021-02-04T23:00:00,-4,94.8,1.45,221.3,190.3,312.7,-5.63,448.564,1169.924,0.3
2021-02-05T00:00:00,-4.86,96,1.78,103.1,94.9,302.7,-6.49,448.564,1171.956,0.3
2021-02-05T01:00:00,-5.2,92,2.36,14.67,15.58,289.9,-6.27,448.818,1169.924,0.3
2021-02-05T02:00:00,-5.19,93.3,2.57,0,0.86,288.3,-6.14,448.564,1169.924,0.3
2021-02-05T03:00:00,-5.18,92.3,2.37,0,0.54,288.9,-5.62,448.564,1166.114,0.3
2021-02-05T04:00:00,-4.46,91.1,2.38,0,1.17,290.8,-5.42,448.564,1165.098,0.3
2021-02-05T05:00:00,-3.93,92.9,2.68,0,0.9,293.7,-4.82,448.31,1163.066,0.3
2021-02-05T06:00:00,-4,94.5,2.09,0,0.35,294.4,-4.73,448.31,1162.05,0.3
2021-02-05T07:00:00,-4.15,94.9,1.8,0,0.34,293.7,-4.79,448.31,1167.892,0.31
2021-02-05T08:00:00,-3.73,95,2.06,0,0.69,294.9,-4.42,448.31,1160.018,0.3
2021-02-05T09:00:00,-3.51,96,1.75,0,0.39,296.2,-4.13,448.31,1157.986,0.3
2021-02-05T10:00:00,-3.04,98.2,1.89,0,0.56,298.3,-3.54,448.31,1157.986,0.31
2021-02-05T11:00:00,-2.69,99.4,1.64,0,0.43,300.2,-3.09,448.564,1157.986,0.3
2021-02-05T12:00:00,-2.81,100,1.75,0,0,310.1,-3.11,448.564,1155.954,0.31
2021-02-05T13:00:00,-2.84,100,2.34,0,0,309.8,-3.09,448.564,1153.922,0.31
2021-02-05T14:00:00,-2.98,100,2.82,0,0,307.2,-3.22,448.564,1141.984,0.3
2021-02-05T15:00:00,-3.45,100,3.02,0,0,302.4,-3.51,449.072,1154.938,0.3
2021-02-05T16:00:00,-3.68,100,2.81,4.19,3.42,297.1,-3.76,449.834,1169.924,0.3
2021-02-05T17:00:00,-3.88,100,2.88,14.59,12.47,295.4,-4.07,450.596,1179.068,0.3
2021-02-05T18:00:00,-3.77,100,3.07,38.24,32.23,296.1,-4,450.596,1172.972,0.3
2021-02-05T19:00:00,-3.28,100,2.87,61.62,51.74,299,-3.5,450.596,1166.876,0.3
2021-02-05T20:00:00,-3.04,100,3.05,72.89,61.25,300.2,-3.23,450.596,1170.94,0.3
2021-02-05T21:00:00,-2.68,100,2.36,82.8,69.07,302.1,-2.88,450.596,1170.94,0.3
2021-02-05T22:00:00,-2.13,100,2.3,135.2,108.9,305.1,-2.3,450.596,1172.972,0.3
2021-02-05T23:00:00,-1.48,100,2.42,249.9,179.3,302.8,-1.93,450.85,1172.972,0.3
2021-02-06T00:00:00,-1.53,100,2.44,265.9,174.5,239.2,-2.68,451.104,1176.02,0.31
2021-02-06T01:00:00,-1.88,100,1.96,80.8,60.45,286,-2.42,451.104,1175.004,0.3
2021-02-06T02:00:00,-2.88,100,2.19,0,1.08,222.8,-5.37,451.104,1176.02,0.3
2021-02-06T03:00:00,-2.71,94.5,2.77,0,1.94,223.4,-5.58,451.104,1173.988,0.32
2021-02-06T04:00:00,-2.75,88.3,2.21,0,2.21,228.3,-6.2,451.104,1172.972,0.31
2021-02-06T05:00:00,-2.17,86.3,2.26,0,1.5,263.4,-4.66,451.104,1170.94,0.3
2021-02-06T06:00:00,-2.85,89,1.77,0,2.52,192.9,-7.79,450.85,1169.924,0.3
2021-02-06T07:00:00,-3.09,90.2,1.69,0,2.98,201.2,-8.23,451.104,1168.908,0.31
2021-02-06T08:00:00,-2.57,91.6,2.01,0,1.7,261.5,-5.25,451.104,1168.908,0.31
2021-02-06T09:00:00,-2.6,92.7,1.68,0,0.95,272.4,-4.48,451.104,1167.892,0.31
2021-02-06T10:00:00,-2.89,93.5,1.93,0,0.65,263.2,-4.72,451.104,1167.892,0.31
2021-02-06T11:00:00,-4.03,97.8,1.64,0,1.68,194.7,-8.27,450.85,1166.876,0.31
2021-02-06T12:00:00,-4.4,96.2,1.55,0,0,184.6,-9.03,451.104,1165.098,0.32
2021-02-06T13:00:00,-4.17,90,2.32,0,0,203.8,-7.93,451.104,1165.098,0.31
2021-02-06T14:00:00,-4.08,95.9,2.57,0,0,253.3,-6,450.85,1164.082,0.31
2021-02-06T15:00:00,-4.4,94.2,2.02,0,0,253.1,-6.19,450.85,1164.082,0.31
2021-02-06T16:00:00,-4.78,94.1,1.28,34.43,28.31,210.1,-8.32,450.85,1163.066,0.31
2021-02-06T17:00:00,-4.68,90,0.3,79.87,64.31,194.2,-10.4,450.85,1160.018,0.31
2021-02-06T18:00:00,-1.94,70.73,1.27,316.3,173.3,241,-5.91,451.104,1161.034,0.32
2021-02-06T19:00:00,-0.92,59.96,1.68,431.1,211.2,241.5,-4.46,451.104,1161.034,0.3
2021-02-06T20:00:00,-0.01,61.69,1.84,322.8,206.2,197,-5.63,451.358,1162.05,0.31
2021-02-06T21:00:00,0.66,56.61,1.98,601.2,263.2,203.1,-4.3,451.612,1159.002,0.31
2021-02-06T22:00:00,0.36,61.29,1.62,300.9,197.9,261.8,-2.78,451.612,1159.002,0.3
2021-02-06T23:00:00,0.04,58.55,2.21,212,155.2,283.3,-2.49,451.612,1160.018,0.3
2021-02-07T00:00:00,-0.37,61.69,2.77,69.01,54.29,285.1,-3.14,451.612,1160.018,0.31
2021-02-07T01:00:00,-0.27,67.66,3.58,11.82,9.97,285.4,-3.09,451.358,1156.97,0.31
2021-02-07T02:00:00,-0.32,69.27,4.76,0.21,0.81,280.4,-2.96,451.358,1147.064,0.31
2021-02-07T03:00:00,-0.6,72.22,4.5,0,0.24,280.1,-3.09,451.104,1153.922,0.31
2021-02-07T04:00:00,-1.34,80.6,3.67,0,0.45,256.9,-4.06,451.104,1146.048,0.32
2021-02-07T05:00:00,-1.84,82.2,3.13,0,0.48,272.8,-3.86,451.104,1147.064,0.31
2021-02-07T06:00:00,-2.19,82.3,3.08,0,0.34,274.6,-4.02,451.104,1145.032,0.31
2021-02-07T07:00:00,-2.67,81.1,3.5,0,0.52,257.2,-4.85,451.104,1147.064,0.31
2021-02-07T08:00:00,-3.5,80.8,3.54,0,1.57,194,-7.37,450.85,1152.906,0.32
2021-02-07T09:00:00,-3.92,82.3,2.68,0,1.31,234.7,-7.12,450.85,1150.112,0.32
2021-02-07T10:00:00,-3.97,92.1,2.18,0,0.22,283.8,-5.14,450.85,1149.096,0.31
2021-02-07T11:00:00,-4.6,92.6,2.22,0,0.76,242.5,-6.61,450.85,1149.096,0.31
2021-02-07T12:00:00,-4.95,91.2,1.89,0,0,234.6,-7.37,450.85,1147.064,0.32
2021-02-07T13:00:00,-5.67,89.5,1.98,0,0,184.2,-9.73,450.85,1148.08,0.32
2021-02-07T14:00:00,-6.02,90.5,2.17,0,0,180,-10.21,450.596,1147.064,0.32
2021-02-07T15:00:00,-6.29,88.7,2.37,0,0,179.3,-10.42,450.596,1147.064,0.32
2021-02-07T16:00:00,-6.41,85,2.45,19.51,20.79,167.9,-11.1,450.342,1148.08,0.32
2021-02-07T17:00:00,-6.26,82.6,2.46,32.08,35.34,164,-11.51,450.342,1147.064,0.32
2021-02-07T18:00:00,-4.64,75.69,2.41,221.8,75.02,167,-10.88,450.342,1148.08,0.32
2021-02-07T19:00:00,-3.74,67.22,2.46,370.2,129.4,176.7,-9.42,450.596,1147.064,0.32
2021-02-07T20:00:00,-1.85,68.07,2.26,286.1,212.3,174.6,-7.84,450.85,1146.048,0.32
2021-02-07T21:00:00,-1.87,66.54,2.79,678.9,285.6,180.4,-5.93,451.104,1149.096,0.32
2021-02-07T22:00:00,-0.93,59.11,2.86,633.1,324.4,183.2,-5.01,451.104,1147.064,0.31
2021-02-07T23:00:00,-1.43,56.85,2.67,462.9,254.7,167.2,-6.37,451.358,1146.048,0.31
2021-02-08T00:00:00,-2.88,60.98,2.41,168.1,101.1,165.1,-9.07,451.358,1145.032,0.31
2021-02-08T01:00:00,-3.41,57.93,2.39,29.71,29.15,168.5,-10.33,451.104,1138.936,0.32
2021-02-08T02:00:00,-3.6,59.19,1.91,0,2.99,173.4,-11.07,451.104,1137.92,0.32
2021-02-08T03:00:00,-3.92,61.54,0.93,0,2.49,206.8,-10.91,451.358,1141.984,0.32
