DATETIME,TA,RH,VW,ISWR,RSWR,ILWR,TSS,PSUM,HS,TSG
,C,%,M/S,W/M2,W/M2,W/M2,C,MM,MM,C
2020-11-24T20:00:00,-1.24,84.9,0.84,197.8,134.9,280.7,-2.22,251.206,421.894,0.48
2020-11-24T21:00:00,-0.25,69.44,0.9,289.5,145.6,234.2,-3.56,251.46,420.116,0.48
2020-11-24T22:00:00,1.06,71.29,0.86,379.4,153.7,187.6,-4.95,251.714,425.958,0.5
2020-11-24T23:00:00,0.13,62.82,1.1,251.4,116.8,184.4,-5.9,251.714,424.942,0.5
2020-11-25T00:00:00,-1.84,70.33,0.95,53.65,44.83,181.8,-8.63,251.714,422.91,0.51
2020-11-25T01:00:00,-3.57,76.54,0.57,0,3.4,185.3,-10.66,251.714,422.91,0.5
2020-11-25T02:00:00,-3.56,70.28,0.82,0,2.81,189.4,-10.67,251.714,423.926,0.5
2020-11-25T03:00:00,-3.42,67.75,0.93,0,2.75,187.6,-10.66,251.714,423.926,0.5
2020-11-25T04:00:00,-3.76,71.65,1.16,0,2.34,190.4,,251.46,423.926,0.5
2020-11-25T05:00:00,-3.19,76.82,1.2,0,2.35,212.3,-8.78,251.46,426.974,0.5
2020-11-25T06:00:00,-2.82,81.8,1.04,0,2.29,210,-7.74,251.46,425.958,0.5
2020-11-25T07:00:00,-2.74,80.4,0.92,0,2.52,198.6,-8.07,251.206,424.942,0.5
2020-11-25T08:00:00,-2.67,80,1.14,0,2.85,192.9,-7.97,251.206,429.006,0.5
2020-11-25T09:00:00,-2.68,79.7,0.99,0,2.56,193,-8.15,251.206,430.022,0.5
2020-11-25T10:00:00,-2.39,77.93,0.94,0.14,2.03,245.5,-6.39,251.206,425.958,0.49
2020-11-25T11:00:00,-1.86,73.61,1.32,0,1.25,261.2,-5.07,251.206,426.974,0.48
2020-11-25T12:00:00,-1.16,71.57,0.91,0,0,284,-3.67,251.206,426.974,0.49
2020-11-25T13:00:00,-1.17,73.7,0.98,0,0,284.6,-3.39,251.206,429.006,0.49
2020-11-25T14:00:00,-1.2,81.8,0.9,0,0,287.2,-3.25,251.206,420.116,0.48
2020-11-25T15:00:00,-3.83,96.2,0.68,0,0,304.9,-4.14,251.714,420.116,0.48
2020-11-25T16:00:00,-4.4,97.3,0.69,4.11,3.44,302.8,-4.62,252.476,426.974,0.49
2020-11-25T17:00:00,-3.96,98.8,1.19,21.08,25.24,296.6,-4.31,254,420.116,0.49
2020-11-25T18:00:00,-4.35,98,2.2,22.68,28.97,294.7,-4.53,254.508,443.992,0.48
2020-11-25T19:00:00,-4.84,97.7,2.24,41.78,52.4,293.2,-4.98,254.508,420.878,0.48
2020-11-25T20:00:00,-5.04,97.2,2.22,90.4,109,293.9,-5.18,254.508,434.086,0.47
2020-11-25T21:00:00,-4.87,97.4,2.14,100.6,122.9,296.6,-5.09,254.508,433.07,0.47
2020-11-25T22:00:00,-4.49,97,1.87,117.3,130.6,297.8,-5.52,254.508,432.054,0.46
2020-11-25T23:00:00,-3.93,97,1.83,134.9,135.4,307.1,-4.65,254.508,431.038,0.47
2020-11-26T00:00:00,-4.82,97.3,1.3,39.71,38.84,298.7,-6.18,254.508,431.038,0.47
2020-11-26T01:00:00,-5.45,97.7,1.38,0,1.26,288.7,-7.57,254.508,434.086,0.47
2020-11-26T02:00:00,-5.3,98.3,1.67,0,0.5,288.1,-6.42,254.508,374.904,0.48
2020-11-26T03:00:00,-5.25,98.1,1.63,0,0.19,289.2,-5.71,254.762,441.96,0.47
2020-11-26T04:00:00,-5.11,98.4,1.42,0,0.34,289.6,-5.46,255.27,464.058,0.47
2020-11-26T05:00:00,-4.96,98.5,1.76,0,0.1,290.5,-5.21,255.524,442.976,0.48
2020-11-26T06:00:00,-5.01,98.5,1.57,0,0,290.4,-5.22,255.524,465.074,0.48
2020-11-26T07:00:00,-5.22,98.4,1.99,0,0,289.6,-5.78,255.778,466.09,0.48
2020-11-26T08:00:00,-5.29,98.3,1.75,0,0.01,289.1,-5.57,255.778,468.122,0.48
2020-11-26T09:00:00,-5.35,98.3,1.63,0,0,288.9,-5.61,255.778,468.122,0.48
2020-11-26T10:00:00,-6.18,97.6,1.7,0,0,286.2,-8.43,255.778,465.074,0.47
2020-11-26T11:00:00,-6.52,98,1.44,0,1.2,281.9,-10.14,255.524,468.884,0.48
2020-11-26T12:00:00,-6.19,97.7,1.68,0,0,295.2,-7.79,255.524,468.122,0.48
2020-11-26T13:00:00,-6.43,98.1,1.66,0,0,299.1,-8.8,255.524,467.106,0.48
2020-11-26T14:00:00,-6.06,97.9,1.91,0,0,301.3,-7.42,255.524,472.948,0.47
2020-11-26T15:00:00,-6.43,97.8,1.56,0,0,301.7,-9.51,255.524,468.884,0.47
2020-11-26T16:00:00,-6.57,97.9,1.61,9.43,14.92,287.6,-11.13,255.524,447.04,0.47
2020-11-26T17:00:00,-6.33,97.9,1.34,34.72,42.5,286.1,-11.04,255.524,462.026,0.47
2020-11-26T18:00:00,-5.74,97.9,1.25,78.7,68.83,289.1,-10.63,255.524,452.882,0.47
2020-11-26T19:00:00,-4.7,97.6,1.61,179.8,112.1,295.2,-9.22,255.524,436.118,0.48
2020-11-26T20:00:00,-3.74,96.2,2.48,246.6,205.2,307.3,-4.96,255.778,431.038,0.47
2020-11-26T21:00:00,-3.3,95.3,2.04,213.1,186,309,-4.52,255.778,448.056,0.46
2020-11-26T22:00:00,-3.46,95.4,2.17,218.9,169.3,309.7,-5.01,255.778,441.96,0.47
2020-11-26T23:00:00,-3.84,96.4,1.72,134.3,103.6,305.3,-4.92,255.778,458.978,0.46
2020-11-27T00:00:00,-4.58,95.8,1.37,32.13,31.51,295.7,-5.59,255.778,469.9,0.46
2020-11-27T01:00:00,-5.32,95.2,1.57,0,1.99,289.4,-8.77,255.778,446.024,0.46
2020-11-27T02:00:00,-5.22,92.4,2.24,0,1.57,286.7,-9.19,255.778,456.946,0.47
2020-11-27T03:00:00,-5.14,90.5,2.4,0,1.44,287.5,-9.37,255.778,457.962,0.46
2020-11-27T04:00:00,-4.99,89.2,2.42,0,1.62,287.9,-9.5,255.524,452.882,0.45
2020-11-27T05:00:00,-4.89,89,2.8,0,1.64,288.3,-9.14,255.524,450.088,0.45
2020-11-27T06:00:00,-4.82,88.1,2.56,0,1.54,288.7,-9.28,255.524,446.024,0.44
2020-11-27T07:00:00,-4.98,90.5,2.4,0,1.5,288,-9.71,255.524,453.898,0.44
2020-11-27T08:00:00,-5.05,82.3,1.62,0,1.53,286.7,-11.36,255.524,445.008,0.43
2020-11-27T09:00:00,-5.36,88.2,1.62,0,2.15,284.4,-11.65,255.524,448.056,0.44
2020-11-27T10:00:00,-4.97,87,2.43,0,1.87,287.4,-9.82,255.524,450.088,0.44
2020-11-27T11:00:00,-4.37,86.1,2.41,0,1.97,289.4,-9.42,255.524,452.882,0.43
2020-11-27T12:00:00,-4.02,87.9,2.95,0,0,298.9,-8.53,255.524,452.882,0.42
2020-11-27T13:00:00,-3.98,84.4,2.2,0,0,302.4,-9.03,255.524,451.104,0.41
2020-11-27T14:00:00,-3.86,75.82,1.54,0,0,304.5,-10.14,255.524,450.088,0.41
2020-11-27T15:00:00,-3.55,76.17,1.58,0,0,304.3,-10.55,255.524,454.914,0.41
2020-11-27T16:00:00,-3.34,76.73,1.78,10.06,14.29,294.8,-10.28,255.524,450.088,0.42
2020-11-27T17:00:00,-3.27,80.8,1.01,26.92,30.4,292,-11.75,255.524,454.914,0.42
2020-11-27T18:00:00,-2.46,82.7,0.08,87.2,42.7,291.2,-12.89,255.524,456.946,0.43
2020-11-27T19:00:00,0.06,71.53,0.3,318.3,100.2,300.3,-11.07,255.778,453.898,0.46
2020-11-27T20:00:00,1.75,72.38,0.47,409.6,155.8,189.5,-8.11,255.778,455.93,0.46
2020-11-27T21:00:00,1.96,76.43,0.64,478.5,166.3,179.7,-7.35,256.032,454.914,0.45
2020-11-27T22:00:00,1.32,77.39,0.52,387.8,151.9,175.6,-6.94,256.286,457.962,0.45
2020-11-27T23:00:00,-0.45,77.7,0.55,246.5,114.3,170,-8.44,256.54,458.978,0.47
2020-11-28T00:00:00,-2.52,84.8,0.36,55.58,45.17,165.5,-11.61,256.54,464.058,0.48
2020-11-28T01:00:00,-3.04,61.92,0.64,0,4.1,166.4,-12.77,256.286,466.09,0.45
2020-11-28T02:00:00,-2.85,42.29,0.75,0,3.55,164.4,-13.11,256.286,466.09,0.46
2020-11-28T03:00:00,-2.08,28.39,0.99,0.71,4.2,164.2,-13.07,256.286,468.122,0.46
2020-11-28T04:00:00,-2.08,36.03,0.9,0,3.29,164.4,-13.12,256.286,468.884,0.45
2020-11-28T05:00:00,-2.24,28.05,0.78,0.02,3.62,165.2,-13.38,256.286,471.932,0.45
2020-11-28T06:00:00,-2.09,24.36,0.56,0,3.51,165.9,-13.72,256.286,468.122,0.46
2020-11-28T07:00:00,-1.7,27.9,0.69,0.55,3.82,166.4,-13.47,256.286,468.884,0.46
2020-11-28T08:00:00,-2.56,33.53,0.66,0,2.95,165.7,-13.65,256.286,469.9,0.46
2020-11-28T09:00:00,-2.46,27.16,0.88,0.15,3.71,165.7,-13.36,256.286,468.884,0.46
2020-11-28T10:00:00,-2.74,40.7,0.61,0,2.56,161.8,-14.11,256.286,468.884,0.45
2020-11-28T11:00:00,-2.78,58.54,0.59,0,3.65,164.1,-14.11,256.286,469.9,0.45
2020-11-28T12:00:00,-3.46,27.9,0.69,0,0,162.6,-14.17,256.286,472.948,0.45
2020-11-28T13:00:00,-1.48,27.95,0.96,0,0,167.1,-12.81,256.032,468.884,0.45
2020-11-28T14:00:00,-2.41,31.54,0.78,0,0,171.7,-12.84,256.032,471.932,0.44
2020-11-28T15:00:00,-3.8,54.79,0.57,0,0,172.9,-13.44,256.032,471.932,0.44
2020-11-28T16:00:00,-2.5,34.52,0.55,14.24,14.78,181.1,-12.61,256.032,466.09,0.44
2020-11-28T17:00:00,-1.93,65.19,0.56,42.41,35.66,182.9,-11.81,256.286,468.884,0.44
2020-11-28T18:00:00,-2.9,66.04,0.31,109.4,55.88,181.6,-12.41,256.286,466.09,0.43
2020-11-28T19:00:00,0.11,61.62,0.44,243.7,124.7,207.9,-8.32,256.286,464.058,0.44
2020-11-28T20:00:00,1.58,40.18,0.51,324.8,155.7,207.5,-6.51,256.286,461.01,0.43
2020-11-28T21:00:00,2.48,51.53,0.58,411.9,159.8,187.8,-6.93,256.286,461.01,0.44
2020-11-28T22:00:00,1.56,62.27,0.72,360,146.2,176.2,-6.91,256.286,462.026,0.43
2020-11-28T23:00:00,0.22,49.24,0.69,239.7,113.1,178,-7.63,256.54,464.058,0.44
2020-11-29T00:00:00,-1.36,54.13,1.22,50.99,33.31,226.6,-7.06,256.54,469.9,0.42
2020-11-29T01:00:00,-1.67,47.21,1.89,0,3.3,200,-8.21,256.286,466.09,0.41
2020-11-29T02:00:00,-0.86,36.27,0.97,0,2.9,189.8,-9.84,256.286,468.122,0.4
2020-11-29T03:00:00,0.68,54.39,1.5,0,3.19,189.3,-7.99,256.286,465.074,0.4
2020-11-29T04:00:00,-0.42,48.79,0.44,0,2.38,181.9,-10.56,256.032,465.074,0.4
2020-11-29T05:00:00,-0.71,44.09,0.58,0.05,3.38,181.2,-11.03,256.032,468.122,0.41
2020-11-29T06:00:00,-0.94,50.31,0.59,0.04,3.34,178.5,-11.35,256.286,461.01,0.41
2020-11-29T07:00:00,-0.59,47.69,0.72,0,3.29,177,-11.06,256.286,467.106,0.41
2020-11-29T08:00:00,-0.82,50.88,0.8,0,3.3,174.9,-11.23,256.032,464.058,0.4
2020-11-29T09:00:00,-1.32,50.41,0.66,0,3.02,171.8,-11.69,256.032,463.042,0.41
2020-11-29T10:00:00,-1.7,55.01,0.83,0,3.17,169.3,-11.97,256.032,461.01,0.41
2020-11-29T11:00:00,-2.26,58.67,0.58,0,2.93,169,-12.57,256.032,463.042,0.41
2020-11-29T12:00:00,-2.59,58.28,0.55,0,0,163.7,-13.02,256.032,466.09,0.41
2020-11-29T13:00:00,-3,59.02,0.51,0,0,161.2,-13.34,256.032,464.058,0.41
2020-11-29T14:00:00,-3.82,55.35,0.49,0,0,161.3,-14.06,256.032,463.042,0.41
2020-11-29T15:00:00,-3.32,51.43,0.5,0,0,162.4,-13.87,256.032,467.106,0.42
2020-11-29T16:00:00,-2.79,48.95,0.5,11.54,13.73,166.6,-13.3,256.032,466.09,0.42
2020-11-29T17:00:00,-2.56,50.65,0.66,32.16,30.4,167.4,-13.19,256.032,466.09,0.41
2020-11-29T18:00:00,-1.06,49.15,0.99,92.2,41.18,169.8,-11.27,256.032,466.09,0.41
2020-11-29T19:00:00,1.4,43.87,1.2,304.7,93.4,173.9,-8.77,256.032,466.09,0.42
2020-11-29T20:00:00,3.52,39.67,1.21,404.9,146.3,173.2,-6.65,256.286,468.122,0.41
2020-11-29T21:00:00,4.01,38.07,1.46,486.1,166,171.9,-5.72,256.54,466.09,0.4
2020-11-29T22:00:00,4.44,36.81,1.23,394.2,155.1,168,-5.21,256.54,466.09,0.41
2020-11-29T23:00:00,3.31,37.87,1.25,249.3,117.9,164.5,-5.84,256.794,464.058,0.41
2020-11-30T00:00:00,1.94,36.76,1.21,58.77,47.67,162.8,-7.53,256.794,459.994,0.41
2020-11-30T01:00:00,0.64,39.1,0.96,0,3.86,163,-9.14,256.54,464.058,0.39
2020-11-30T02:00:00,0,39.22,0.9,0,3.33,163.2,-9.55,256.286,461.01,0.39
2020-11-30T03:00:00,-0.36,39.89,0.86,0,3.59,169.1,-9.9,256.286,464.058,0.39
2020-11-30T04:00:00,-0.74,44.68,1.52,0,2.66,180.5,-9.15,256.032,452.882,0.38
2020-11-30T05:00:00,-0.63,41.05,1.1,0,3.03,181.5,-8.96,256.032,461.01,0.38
2020-11-30T06:00:00,-0.69,41.2,1.15,0,2.63,183.6,-8.9,256.032,464.058,0.37
2020-11-30T07:00:00,-0.68,38.02,1.17,0,2.88,184.6,-9.27,255.778,437.896,0.37
2020-11-30T08:00:00,-0.6,42.66,1.1,0,2.92,184.8,-9.13,255.778,446.024,0.37
2020-11-30T09:00:00,-0.71,43.6,1.09,0,2.67,183.6,-9.3,255.778,453.898,0.37
2020-11-30T10:00:00,-0.83,42.87,0.99,0,3.1,181.5,-9.53,255.778,449.072,0.37
2020-11-30T11:00:00,-1.04,42.27,1.07,0,2.67,184.3,-9.58,255.778,458.978,0.37
2020-11-30T12:00:00,-1.22,42.96,0.95,0,0,177,-10.17,255.778,458.978,0.37
2020-11-30T13:00:00,-1.74,46.46,1.04,0,0,176,-10.49,255.778,445.008,0.37
2020-11-30T14:00:00,-1.73,48.27,1.21,0,0,178.3,-10.41,255.778,468.884,0.37
2020-11-30T15:00:00,-0.98,49.86,1.8,0,0,212.7,-7.57,255.778,456.946,0.36
2020-11-30T16:00:00,-0.12,48.92,1.34,19.64,13.7,266.1,-4.88,255.778,452.12,0.35
2020-11-30T17:00:00,1.07,41.07,1.03,77.64,50.43,245.4,-4.75,256.032,452.882,0.35
2020-11-30T18:00:00,2.76,40.24,1.27,160.2,89.7,244.5,-3.73,256.032,452.882,0.35
2020-11-30T19:00:00,2.75,47.75,1.11,127.5,86.7,286,-1.78,256.286,450.088,0.34
2020-11-30T20:00:00,2.2,51.73,1.28,158.2,109.1,287.3,-1.68,256.286,441.96,0.35
2020-11-30T21:00:00,0.38,75.35,1.84,157.1,104.6,283.5,,256.286,442.976,0.36
2020-11-30T22:00:00,-2.05,87.3,1.57,84.2,60.22,291.7,-3.04,256.286,445.008,0.36
2020-11-30T23:00:00,-2.77,88.7,2.09,84.1,59.09,277.2,-3.72,256.286,449.072,0.37
2020-12-01T00:00:00,-3.18,89.7,2.21,26.35,20.4,262.2,-4.78,256.032,452.12,0.36
2020-12-01T01:00:00,-3.78,85.5,2.48,0.17,3.55,203,-7.25,256.032,452.12,0.36
2020-12-01T02:00:00,-3.75,83.6,2.85,0,1.6,219.3,-6.95,256.032,457.962,0.35
2020-12-01T03:00:00,-3.81,84.9,2.8,0,1.32,236.9,-6.57,255.778,456.946,0.34
2020-12-01T04:00:00,-3.94,89.2,2.55,0,0.55,273.3,-5.43,255.778,457.962,0.34
2020-12-01T05:00:00,-4.2,91.7,2.47,0,0.44,267.1,-5.53,255.778,457.962,0.33
2020-12-01T06:00:00,-4.45,92.2,2.73,0,1.06,231.7,-6.81,255.778,457.962,0.33
2020-12-01T07:00:00,-4.95,85.6,3.09,0,2.22,169.3,-9.09,255.778,462.026,0.33
2020-12-01T08:00:00,-5.23,85.2,3.01,0,2.28,168.5,-9.73,255.778,462.026,0.33
2020-12-01T09:00:00,-5.65,86.5,2.6,0,2.33,168,-10.43,255.778,462.026,0.32
2020-12-01T10:00:00,-5.95,86.1,2.2,0,2.48,168.1,-11.1,255.524,464.058,0.31
2020-12-01T11:00:00,-6.24,89.3,1.84,0,2.27,168.3,-11.67,255.524,464.058,0.31
2020-12-01T12:00:00,-6.11,85,1.34,0,0,165.5,-12.27,255.524,465.074,0.31
2020-12-01T13:00:00,-5.91,72.85,0.6,0,0,164.8,-13.72,255.524,465.074,0.33
2020-12-01T14:00:00,-5.93,70.76,0.85,0,0,166,-13.88,255.524,463.042,0.34
2020-12-01T15:00:00,-6,70.57,0.82,0,0,165.8,-14.01,255.524,465.074,0.34
2020-12-01T16:00:00,-5.31,64.53,0.65,11.16,12.85,171.5,-13.82,255.524,464.058,0.34
2020-12-01T17:00:00,-4.36,61.23,0.59,29.72,29.33,173.7,-13.32,255.524,459.994,0.34
2020-12-01T18:00:00,-3.35,58.35,0.88,84,39.93,174.8,-12.59,255.778,461.01,0.34
2020-12-01T19:00:00,-2.2,65.99,1.12,299.5,87.9,176.3,-11.1,255.778,461.01,0.36
2020-12-01T20:00:00,-1.68,67.54,1.6,391.9,141.1,175,-9.16,256.032,462.026,0.34
2020-12-01T21:00:00,-1,63.37,1.32,471.7,159.6,174.6,-8.54,256.286,461.01,0.34
2020-12-01T22:00:00,-1.15,67.05,2.04,384.9,151.6,173.5,-7.57,256.286,459.994,0.32
2020-12-01T23:00:00,-2.04,71.84,1.27,240,111.2,171.5,-8.64,256.54,459.994,0.33
2020-12-02T00:00:00,-3.54,78.73,1.12,56.07,44.35,172.8,-10.7,256.286,458.978,0.33
2020-12-02T01:00:00,-3.92,76.58,2.17,0,3.65,174.7,-10.07,256.286,462.026,0.3
2020-12-02T02:00:00,-3.79,69.11,1.47,0,2.44,175.2,-10.93,256.286,457.962,0.29
2020-12-02T03:00:00,-3.34,60.49,1.54,0,3.27,177.8,-11.11,256.032,461.01,0.3
2020-12-02T04:00:00,-2.64,51.74,2.47,0,2.82,181.1,-9.95,256.032,458.978,0.29
2020-12-02T05:00:00,-2.18,33.58,1.31,0,2.61,185,-10.73,256.032,454.914,0.28
2020-12-02T06:00:00,-1.58,43.5,2.17,0,2.02,186.8,-9.32,256.032,455.93,0.28
2020-12-02T07:00:00,-2.03,46.51,1.19,0,1.66,186.4,-10.4,255.778,457.962,0.27
2020-12-02T08:00:00,-3.06,51.53,0.67,0,2.21,185.6,-11.76,256.032,459.994,0.28
2020-12-02T09:00:00,-2.93,51.06,1.47,0,2.78,184.9,-10.95,256.032,459.994,0.29
2020-12-02T10:00:00,-3.3,55.37,0.79,0,2.01,185.6,-11.64,256.032,456.946,0.29
2020-12-02T11:00:00,-3.72,59.8,0.91,0,2.47,184.8,-12,256.032,458.978,0.29
2020-12-02T12:00:00,-4.14,56.45,0.81,0,0,179.9,-12.26,256.032,455.93,0.29
2020-12-02T13:00:00,-4.32,62.62,0.68,0,0,179.2,-12.57,256.032,462.026,0.3
2020-12-02T14:00:00,-4.85,59.99,1.16,0,0,178.9,-12.07,256.032,463.042,0.3
2020-12-02T15:00:00,-4.64,57.45,1.51,0,0,178,-11.35,255.778,457.962,0.29
2020-12-02T16:00:00,-4.34,57.3,1.27,11.08,12.52,182.6,-11.34,255.778,456.946,0.29
2020-12-02T17:00:00,-3.96,58.22,1.3,27.65,27.5,183.6,-10.97,255.778,457.962,0.29
2020-12-02T18:00:00,-2.7,53.09,0.88,80.9,37.57,185.1,-10.76,256.032,455.93,0.28
2020-12-02T19:00:00,-0.65,46.3,0.72,300.2,84.8,188.5,-9.62,256.032,452.882,0.3
2020-12-02T20:00:00,0.5,50.14,1.01,383.3,136.9,186.5,-7.87,256.286,455.93,0.29
2020-12-02T21:00:00,0.7,43.18,1.38,463.3,158,185,-7.35,256.286,456.946,0.29
2020-12-02T22:00:00,1.28,41.78,1.34,377.4,149.3,182.8,-6.71,256.54,452.882,0.29
2020-12-02T23:00:00,0.16,42.42,1.39,235.9,111.8,181.2,-7.22,256.54,453.898,0.3
2020-12-03T00:00:00,-1.42,55.29,1.54,58.91,45.52,181.6,-8.78,256.286,455.93,0.31
2020-12-03T01:00:00,-2.74,40.64,1.24,0,3.66,183.3,-10.25,256.286,454.914,0.29
2020-12-03T02:00:00,-1.65,32.32,1.7,0,2.71,184.9,-8.93,256.032,462.026,0.3
2020-12-03T03:00:00,-1.71,33.67,1.56,0,2.35,184.2,-9.21,256.032,458.978,0.29
2020-12-03T04:00:00,-2.51,38.32,1.5,0,1.97,182,-10.26,256.032,459.994,0.28
2020-12-03T05:00:00,-2.59,29.62,1.21,0,2.94,180.2,-10.95,256.032,463.042,0.29
2020-12-03T06:00:00,-2.19,28.42,1.06,0,2.95,179.1,-11.25,256.032,461.01,0.29
2020-12-03T07:00:00,-3.1,30.82,0.76,0,2.52,176.3,-12.77,256.032,456.946,0.29
2020-12-03T08:00:00,-3.11,30,0.78,0,3.57,174.8,-12.99,256.032,462.026,0.3
2020-12-03T09:00:00,-2.8,27.75,0.64,0,3.2,175.3,-13.1,256.032,459.994,0.29
2020-12-03T10:00:00,-2.42,25.04,0.78,0.44,3.29,175.6,-12.84,256.032,462.026,0.29
2020-12-03T11:00:00,-2.12,28.48,0.62,0.07,2.96,175,-12.84,256.032,458.978,0.28
2020-12-03T12:00:00,-3.3,35.48,0.52,0,0,165.8,-13.75,256.032,459.994,0.29
2020-12-03T13:00:00,-3.16,29.06,0.56,0,0,163.5,-13.93,256.032,458.978,0.29
2020-12-03T14:00:00,-3.09,38.79,0.66,0,0,161.4,-13.86,256.032,459.994,0.29
2020-12-03T15:00:00,-3.16,28.72,0.55,0,0,161,-14.15,256.032,457.962,0.29
2020-12-03T16:00:00,-2.69,28.78,0.51,10.5,11.95,167.2,-13.93,256.032,459.994,0.29
2020-12-03T17:00:00,-2.23,33.45,0.39,28.44,28.1,169.9,-13.72,256.032,457.962,0.28
2020-12-03T18:00:00,-0.72,34.21,0.41,86.2,38.48,171.5,-13,256.286,452.882,0.28
2020-12-03T19:00:00,1.02,32.52,0.22,305.3,84,173.2,-12,256.286,451.104,0.29
2020-12-03T20:00:00,3.64,24.28,0.49,391.5,136.6,172.3,-9.09,256.286,456.946,0.29
2020-12-03T21:00:00,4.91,25.11,1.51,476.1,160.1,172.2,-6.86,256.794,453.898,0.27
2020-12-03T22:00:00,5.46,20.25,0.85,384.3,148.3,169.4,-6.41,256.794,436.118,0.29
2020-12-03T23:00:00,3.74,19.55,0.49,237,107.4,166.6,-7.31,256.794,447.04,0.3
2020-12-04T00:00:00,2.38,25.78,0.36,55.7,43.4,165.9,-10.01,256.794,454.914,0.3
2020-12-04T01:00:00,0.19,18.35,0.52,0,2.54,166.3,-11.92,256.794,453.898,0.26
2020-12-04T02:00:00,0.17,15.3,0.9,0.2,3.55,166,-12.06,256.794,455.93,0.27
2020-12-04T03:00:00,-0.4,24.17,0.66,0,2.92,165.1,-12.45,256.794,456.946,0.26
2020-12-04T04:00:00,-0.94,22.26,0.72,0,3.38,163.7,-12.81,256.54,452.12,0.26
2020-12-04T05:00:00,-1.24,27.16,0.81,0,3.17,164.1,-12.87,256.54,455.93,0.26
2020-12-04T06:00:00,-2.14,27.82,0.77,0,2.94,164.2,-13.29,256.286,452.12,0.26
2020-12-04T07:00:00,-2.14,29.57,0.65,0,3.24,167.2,-13.27,256.54,452.882,0.26
2020-12-04T08:00:00,-2.48,39.23,0.55,0,3.12,169.6,-13.32,256.54,452.882,0.26
2020-12-04T09:00:00,-2.67,33.54,0.49,0,3.02,172.2,-13.44,256.54,454.914,0.26
2020-12-04T10:00:00,-2.98,34.34,0.63,0.49,3.33,172.6,-13.42,256.286,452.882,0.26
2020-12-04T11:00:00,-2.76,39.11,0.72,0.16,3.14,171.8,-13.2,256.286,453.898,0.26
2020-12-04T12:00:00,-3.56,42.07,0.78,0,0,166,-13.39,256.286,452.882,0.25
2020-12-04T13:00:00,-3.49,40.5,0.6,0,0,162,-13.86,256.286,453.898,0.25
2020-12-04T14:00:00,-3.43,44.23,0.78,0,0,159.3,-13.89,256.286,452.12,0.25
2020-12-04T15:00:00,-2.67,37.98,2.44,0,0,157.7,-11.4,256.032,452.882,0.24
2020-12-04T16:00:00,-3.66,44.45,2.12,9.84,12.11,160.1,-11.93,256.032,453.898,0.22
2020-12-04T17:00:00,-3,32.19,1.58,27.94,28.26,162.1,-12.28,256.032,453.898,0.21
2020-12-04T18:00:00,-3.36,52.28,0.21,85.7,36.31,161.9,-14.48,256.032,452.12,0.22
2020-12-04T19:00:00,-0.83,43.35,0.4,297.5,84.3,166.4,-13.12,256.032,445.008,0.24
2020-12-04T20:00:00,0.07,49.85,0.48,387.4,133.3,164.8,-10.82,256.032,445.008,0.24
2020-12-04T21:00:00,0.74,48.85,0.59,466.9,151,165.4,-9.53,256.286,447.04,0.23
2020-12-04T22:00:00,0.83,49.82,0.56,377,140.3,165.6,-8.68,256.286,448.056,0.23
2020-12-04T23:00:00,-1.22,51.9,0.5,232.9,100.5,165.3,-9.29,256.54,443.992,0.25
2020-12-05T00:00:00,-2.1,57.84,0.32,53.11,38.53,168.5,-11.36,256.54,443.992,0.26
2020-12-05T01:00:00,-0.66,30.48,0.64,0.89,4.37,179.3,-10.95,256.54,443.992,0.23
2020-12-05T02:00:00,-0.09,27.64,0.98,0.4,3.48,185,-10.14,256.54,446.024,0.23
2020-12-05T03:00:00,0.36,28.83,0.69,0,3.09,186.6,-10.05,256.286,451.104,0.22
2020-12-05T04:00:00,-1.08,31.5,0.59,0,2.43,182.4,-11.15,256.286,449.072,0.22
2020-12-05T05:00:00,-1.26,34.92,0.59,0,3.39,181.1,-11.59,256.286,450.088,0.23
2020-12-05T06:00:00,-2.42,39.04,0.47,0,3.22,180.1,-12.31,256.286,452.12,0.23
2020-12-05T07:00:00,-0.87,25.09,0.51,0.67,4.42,182,-11.55,256.286,441.96,0.24
2020-12-05T08:00:00,0.39,20.91,0.55,0.69,4.68,184.8,-10.88,256.286,445.008,0.23
2020-12-05T09:00:00,1,26.97,0.6,0,3.9,187.9,-10.12,256.032,448.056,0.23
2020-12-05T10:00:00,-0.54,26.18,0.44,0,2.63,187.8,-10.77,256.032,436.118,0.23
2020-12-05T11:00:00,0.32,24.99,0.7,0,3.84,188.4,-9.95,256.032,445.008,0.23
2020-12-05T12:00:00,0.26,25.32,0.61,0,0,182.4,-9.83,256.032,436.88,0.23
2020-12-05T13:00:00,0.4,31.28,0.84,0,0,184.4,-9.43,256.032,437.896,0.23
2020-12-05T14:00:00,0.36,35.72,0.84,0,0,183.4,-8.86,256.032,421.894,0.23
2020-12-05T15:00:00,0.06,34.31,0.82,0,0,183.4,-9.19,256.032,445.008,0.23
2020-12-05T16:00:00,0.38,36.86,0.9,9.61,11.37,188.2,-9.22,256.032,448.056,0.23
2020-12-05T17:00:00,-0.06,38.68,1.17,26.64,26.12,188,-8.77,256.032,450.088,0.22
2020-12-05T18:00:00,-0.65,41.65,0.81,84.4,35.65,185.9,-9.88,256.032,447.04,0.23
